Ciudad,via,tipo radar,km,direccion
,LE-232,Radar Móvil,1.470-32.660,32.660
,LE-311,Radar Móvil,0.000-25.400,25.400
,LE-451,Radar Móvil,0.000-42.000,42.000
,LE-493,Radar Móvil,0.000-11.420,11.420
,LE-512,Radar Móvil,0.000-27.540,27.540
,LE-713,Radar Móvil,8.880-15.300,15.300
,N-120,Radar Fijo,309,Creciente
,N-120,Radar Móvil,240.000-264.720,264.720
,N-120,Radar Fijo,311.53,Decreciente
,N-120,Radar Fijo,312.26,Creciente
,N-120,Radar Móvil,313.390-334.030,334.030
,N-120,Radar Tramo,317.6(2.083m),m)
,N-120,Radar Tramo,319.6(2.085m),m)
,N-120,Radar Móvil,334.030-348.690,348.690
,N-120,Radar Móvil,426.000-437.120,437.120
,N-536,Radar Móvil,5.000-28.000,28.000
,N-601,Radar Móvil,274.970-288.250,288.250
,N-601,Radar Móvil,288.250-302.460,302.460
,N-601,Radar Móvil,302.460-309.170,309.170
,N-621,Radar Móvil,8.780-25.490,25.490
,N-625,Radar Móvil,18.810-61.440,61.440
,N-630,Radar Móvil,119.700-142.520,142.520
,N-630,Radar Tramo,132.05(5.444m),m)
,N-630,Radar Tramo,137.5(5.440m),m)
,N-630,Radar Móvil,156.770-177.750,177.750
,N-630,Radar Móvil,87.080-119.700,119.700
,N-VI,Radar Móvil,277.020-321.700,321.700
,N-VI,Radar Móvil,332.080-348.360,348.360
,N-VI,Radar Móvil,351.600-375.370,375.370
,N-VI,Radar Móvil,375.360-407.000,407.000
,N-VI,Radar Móvil,413.270-432.070,432.070
,A-6,Radar Fijo,435.045,Creciente
,A-6,Radar Fijo,470.054,Creciente
,A-6,Radar Fijo,519.562,Creciente
,A-6,Radar Fijo,529.558,Decreciente
,A-6,Radar Fijo,452.27,Decreciente
,A-8,Radar Fijo,555.255,Decreciente
,A-8,Radar Fijo,579.159,Creciente
,A-8,Radar Tramo,506.28(1.182m),m)
,A-8,Radar Tramo,545.115(5.116m),m)
,A-8,Radar Tramo,550.2(4.633m),m)
,A-8,Radar Fijo,580.81,Decreciente
,CG-2.1,Radar Móvil,0.000-1.830,1.830
,CG-2.1,Radar Móvil,4.790-16.430,16.430
,CG-2.2,Radar Móvil,2.150-26.800,26.800
,CG-2.2,Radar Fijo,35.5,Creciente
,LU-111,Radar Móvil,0.000-18.420,18.420
,LU-113,Radar Móvil,5.000-19.410,19.410
,LU-120,Radar Móvil,11.160-14.450,14.450
,LU-120,Radar Móvil,14.450-29.770,29.770
,LU-160,Radar Móvil,1.770-19.380,19.380
,LU-162,Radar Móvil,1.480-12.420,12.420
,LU-221,Radar Móvil,0.000-10.390,10.390
,LU-530,Radar Móvil,3.340-57.910,57.910
,LU-540,Radar Fijo,35,Creciente
,LU-540,Radar Móvil,0.630-39.520,39.520
,LU-541,Radar Fijo,14.732,Creciente
,LU-541,Radar Móvil,0.000-17.250,17.250
,LU-546,Radar Móvil,2.270-21.330,21.330
,LU-612,Radar Móvil,0.000-20.650,20.650
,LU-633,Radar Móvil,0.000-27.460,27.460
,LU-633,Radar Móvil,48.620-84.280,84.280
,LU-636,Radar Móvil,0.500-30.380,30.380
,LU-652,Radar Móvil,0.000-0.380,0.380
,LU-750,Radar Móvil,7.460-23.720,23.720
,LU-861,Radar Móvil,0.000-20.290,20.290
,LU-862,Radar Móvil,69.500-99.560,99.560
,N-120,Radar Fijo,542.009,Creciente
,N-120,Radar Móvil,526.440-534.960,534.960
,N-120,Radar Móvil,534.960-549.110,549.110
,N-540,Radar Móvil,0.000-18.610,18.610
,N-540,Radar Móvil,18.610-25.420,25.420
,N-540,Radar Móvil,25.420-53.280,53.280
,N-540,Radar Móvil,53.280-68.880,68.880
,N-547,Radar Móvil,18.630-42.590,42.590
,N-640,Radar Móvil,13.470-22.870,22.870
,N-640,Radar Móvil,30.260-88.130,88.130
,N-642,Radar Móvil,26.950-54.450,54.450
,N-VI,Radar Fijo,503.122,Creciente
,N-VI,Radar Móvil,432.110-441.320,441.320
,N-VI,Radar Móvil,441.320-473.130,473.130
,N-VI,Radar Móvil,473.130-480.720,480.720
,N-VI,Radar Móvil,480.720-493.850,493.850
,N-VI,Radar Móvil,493.850-494.850,494.850
,N-VI,Radar Móvil,498.230-504.970,504.970
,N-VI,Radar Móvil,507.430-546.410,546.410
,A-1,Radar Fijo,24,Decreciente
,A-1,Radar Fijo,22.092,Creciente
,A-1,Radar Fijo,14.56,Creciente
,A-2,Radar Fijo,15.04,Creciente
,A-2,Radar Fijo,15.9,Decreciente
,A-3,Radar Fijo,16.379,Creciente
,A-3,Radar Fijo,20.003,Decreciente
,A-3,Radar Fijo,48.479,Decreciente
,A-3,Radar Fijo,41.45,Decreciente
,A-4,Radar Fijo,12.462,Creciente
,A-4,Radar Fijo,13.335,Decreciente
,A-4,Radar Tramo,46.993(4.050m),m)
,A-42,Radar Fijo,13.605,Creciente
,A-42,Radar Fijo,27.367,Decreciente
,A-5,Radar Fijo,12.532,Decreciente
,A-5,Radar Fijo,23.004,Creciente
,A-6,Radar Fijo,16.722,Creciente
,A-6,Radar Fijo,18.27,Decreciente
,A-6,Radar Fijo,7.75,Decreciente
,AP-6,Radar Tramo,49.263(7.584m),m)
,M-103,Radar Móvil,0.000-25.780,25.780
,M-111,Radar Fijo,0.131,Creciente
,M-111,Radar Fijo,0.18,Decreciente
,M-111,Radar Fijo,0.29,Creciente
,M-111,Radar Fijo,0.356,Decreciente
,M-111,Radar Móvil,3.500-24.480,24.480
,M-115,Radar Móvil,0.000-5.060,5.060
,M-117,Radar Móvil,0.000-7.410,7.410
,M-119,Radar Móvil,0.000-16.380,16.380
,M-204,Radar Móvil,0.350-27.000,27.000
,M-209,Radar Móvil,0.360-11.680,11.680
,M-300,Radar Fijo,31.325,Decreciente
,M-300,Radar Fijo,23.85,Decreciente
,M-300,Radar Móvil,5.280-13.190,13.190
,M-307,Radar Móvil,8.120-13.680,13.680
,M-40,Radar Fijo,20.265,Creciente
,M-40,Radar Fijo,35.365,Creciente
,M-40,Radar Fijo,52.785,Decreciente
,M-40,Radar Fijo,23.2,Decreciente
,M-404,Radar Fijo,0.701,Creciente
,M-404,Radar Móvil,19.650-60.660,60.660
,M-404,Radar Fijo,27.5,Creciente
,M-408,Radar Fijo,2.9,Decreciente
,M-410,Radar Móvil,2.440-3.820,3.820
,M-410,Radar Móvil,3.820-9.270,9.270
,M-413,Radar Móvil,0.000-14.880,14.880
,M-45,Radar Fijo,6.175,Decreciente
,M-45,Radar Fijo,14.873,Creciente
,M-50,Radar Fijo,54.143,Creciente
,M-503,Radar Móvil,0.000-25.790,25.790
,M-505,Radar Fijo,12.532,Decreciente
,M-505,Radar Fijo,42.702,Creciente
,M-505,Radar Móvil,8.480-46.770,46.770
,M-506,Radar Fijo,17.715,Creciente
,M-506,Radar Fijo,17.715,Decreciente
,M-506,Radar Móvil,12.260-20.760,20.760
,M-506,Radar Móvil,23.130-28.100,28.100
,M-506,Radar Móvil,28.100-36.040,36.040
,M-506,Radar Móvil,5.690-6.140,6.140
,M-507,Radar Móvil,0.600-34.260,34.260
,M-513,Radar Fijo,12.243,Creciente
,M-513,Radar Móvil,7.100-16.570,16.570
,M-607,Radar Fijo,15.448,Creciente
,M-607,Radar Fijo,18.532,Decreciente
,M-607,Radar Móvil,35.710-57.900,57.900
,M-608,Radar Móvil,0.000-45.330,45.330
,M-609,Radar Móvil,0.000-5.320,5.320
,M-611,Radar Móvil,0.000-31.980,31.980
,M-841,Radar Móvil,0.000-6.740,6.740
,N-320,Radar Móvil,316.930-340.900,340.900
,N-320,Radar Tramo,318.005(11.823m),m)
,N-320,Radar Tramo,329.97(11.822m),m)
,N-400,Radar Fijo,27.92,Ambos
,N-VI,Radar Fijo,56.415,Decreciente
,N-VI,Radar Móvil,42.530-56.780,56.780
,N-VI,Radar Fijo,54.49,Creciente
,A-343,Radar Móvil,2.440-53.150,53.150
,A-355,Radar Fijo,28.5,Creciente
,A-355,Radar Móvil,9.240-21.690,21.690
,A-356,Radar Fijo,36.525,Creciente
,A-356,Radar Móvil,0.170-18.510,18.510
,A-356,Radar Móvil,18.510-48.550,48.550
,A-357,Radar Fijo,38.925,Creciente
,A-357,Radar Móvil,0.000-46.870,46.870
,A-366,Radar Móvil,0.000-42.240,42.240
,A-366,Radar Móvil,42.270-60.620,60.620
,A-367,Radar Fijo,22.8,Decreciente
,A-367,Radar Móvil,22.940-40.800,40.800
,A-367,Radar Móvil,4.320-22.940,22.940
,A-369,Radar Móvil,0.000-36.380,36.380
,A-374,Radar Móvil,8.750-33.790,33.790
,A-384,Radar Móvil,108.310-131.130,131.130
,A-384,Radar Móvil,82.220-108.310,108.310
,A-384,Radar Fijo,89.6,Creciente
,A-387,Radar Móvil,0.000-13.280,13.280
,A-387,Radar Móvil,13.280-19.280,19.280
,A-397,Radar Fijo,7,Creciente
,A-397,Radar Móvil,0.000-34.130,34.130
,A-397,Radar Fijo,11.05,Decreciente
,A-397,Radar Tramo,28.02(2.059m),m)
,A-397,Radar Tramo,30.05(2.055m),m)
,A-397,Radar Móvil,34.130-48.670,48.670
,A-402,Radar Móvil,44.790-59.490,59.490
,A-404,Radar Móvil,0.000-24.580,24.580
,A-405,Radar Móvil,0.000-12.470,12.470
,A-45,Radar Fijo,103.3,Decreciente
,A-45,Radar Fijo,118.09,Creciente
,A-45,Radar Tramo,128.78(2.822m),m)
,A-45,Radar Tramo,140.276(6.098m),m)
,A-7,Radar Fijo,246.046,Creciente
,A-7,Radar Fijo,256.764,Decreciente
,A-7,Radar Fijo,175.8,Creciente
,A-7,Radar Tramo,200.146(5.230m),m)
,A-7,Radar Tramo,205.268(5.217m),m)
,A-7,Radar Tramo,288.74(1.109m),m)
,A-7052,Radar Fijo,3.5,Creciente
,A-7053,Radar Móvil,0.000-14.850,14.850
,A-7053,Radar Fijo,11.1,Creciente
,A-7054,Radar Móvil,0.000-3.170,3.170
,A-7054,Radar Móvil,3.170-24.920,24.920
,A-7054,Radar Fijo,8.75,Creciente
,A-7057,Radar Móvil,0.000-4.200,4.200
,A-7059,Radar Móvil,0.600-12.450,12.450
,A-7075,Radar Móvil,0.000-51.550,51.550
,A-7206,Radar Móvil,0.000-17.110,17.110
,A-7282,Radar Móvil,8.100-12.900,12.900
,MA-20,Radar Fijo,10.45,Decreciente
,MA-3300,Radar Móvil,0.000-12.020,12.020
,N-331,Radar Móvil,103.080-114.370,114.370
,N-340,Radar Móvil,279.910-295.230,295.230
,A-30,Radar Fijo,112.936,Decreciente
,A-30,Radar Fijo,122.896,Creciente
,A-30,Radar Fijo,136.028,Decreciente
,A-30,Radar Fijo,179.414,Creciente
,A-30,Radar Fijo,190.453,Creciente
,A-7,Radar Fijo,562.786,Creciente
,A-7,Radar Tramo,634.5(1.553m),m)
,A-7,Radar Tramo,635.951(1.336m),m)
,MU-30,Radar Fijo,9.06,Creciente
,N-301a,Radar Móvil,352.100-368.090,368.090
,N-332,Radar Móvil,0.000-13.070,13.070
,N-332,Radar Móvil,13.170-35.120,35.120
,N-344,Radar Móvil,69.040-92.510,92.510
,N-344,Radar Móvil,92.510-96.980,96.980
,N-344,Radar Móvil,96.980-105.420,105.420
,RM-11,Radar Fijo,12.998,Decreciente
,RM-11,Radar Fijo,18.308,Creciente
,RM-12,Radar Fijo,17.537,Creciente
,RM-15,Radar Fijo,13.002,Creciente
,RM-19,Radar Fijo,17.799,Creciente
,RM-332,Radar Móvil,0.170-37.810,37.810
,RM-332,Radar Móvil,37.810-67.770,67.770
,RM-411,Radar Móvil,0.000-13.950,13.950
,RM-414,Radar Móvil,0.000-15.530,15.530
,RM-423,Radar Móvil,0.000-12.510,12.510
,RM-515,Radar Móvil,0.000-28.500,28.500
,RM-516,Radar Móvil,0.000-12.100,12.100
,RM-533,Radar Móvil,1.570-9.620,9.620
,RM-601,Radar Móvil,0.000-18.580,18.580
,RM-602,Radar Fijo,5.093,Decreciente
,RM-602,Radar Móvil,5.560-19.250,19.250
,RM-603,Radar Móvil,0.000-18.950,18.950
,RM-603,Radar Tramo,1.4(1.337m),m)
,RM-603,Radar Tramo,2.65(1.335m),m)
,RM-620,Radar Móvil,0.430-18.840,18.840
,RM-711,Radar Móvil,26.610-48.800,48.800
,RM-714,Radar Fijo,8.908,Creciente
,RM-714,Radar Móvil,0.000-10.550,10.550
,RM-714,Radar Móvil,22.800-35.360,35.360
,RM-714,Radar Móvil,35.360-54.710,54.710
,RM-714,Radar Móvil,54.710-64.900,64.900
,RM-730,Radar Móvil,0.000-41.000,41.000
,RM-A5,Radar Móvil,0.010-11.380,11.380
,RM-C1,Radar Móvil,0.000-16.710,16.710
,RM-D11,Radar Móvil,0.000-10.390,10.390
,RM-F30,Radar Móvil,0.000-6.430,6.430
,RM-F35,Radar Móvil,0.750-16.830,16.830
,RM-F36,Radar Móvil,0.000-5.820,5.820
,RM-F36,Radar Móvil,5.820-13.210,13.210
,A-1,Radar Fijo,401.561,Creciente
,A-15,Radar Fijo,127.67,Decreciente
,AP-68,Radar Fijo,218.2,Creciente
,N-113,Radar Fijo,91.358,Decreciente
,N-113,Radar Móvil,72.570-78.880,78.880
,N-113,Radar Móvil,84.950-101.340,101.340
,N-121,Radar Móvil,37.560-72.570,72.570
,N-121,Radar Móvil,6.990-30.310,30.310
,N-121a,Radar Fijo,25.9,Decreciente
,N-121a,Radar Fijo,60.23,Creciente
,N-121-A,Radar Móvil,14.030-68.460,68.460
,N-121-A,Radar Fijo,32.56,Creciente
,N-121C,Radar Móvil,1.720-4.260,4.260
,N-121C,Radar Móvil,4.260-14.690,14.690
,N-135,Radar Móvil,7.350-66.490,66.490
,N-240A,Radar Móvil,6.090-20.830,20.830
,NA-1110,Radar Móvil,20.870-28.790,28.790
,NA-1110,Radar Móvil,9.970-13.390,13.390
,NA-1120,Radar Móvil,0.430-8.620,8.620
,NA-115,Radar Móvil,0.000-21.670,21.670
,NA-122,Radar Móvil,11.910-33.500,33.500
,NA-128,Radar Móvil,5.480-12.120,12.120
,NA-132,Radar Móvil,1.620-74.780,74.780
,NA-134,Radar Móvil,24.380-40.080,40.080
,NA-150,Radar Móvil,0.000-36.860,36.860
,NA-150,Radar Móvil,36.860-40.740,40.740
,NA-160,Radar Móvil,6.930-15.780,15.780
,NA-178,Radar Móvil,22.210-43.740,43.740
,NA-2310,Radar Móvil,2.890-18.520,18.520
,NA-2410,Radar Móvil,0.000-36.720,36.720
,NA-3010,Radar Móvil,0.000-7.870,7.870
,NA-411,Radar Móvil,0.000-28.540,28.540
,NA-534,Radar Móvil,0.000-8.960,8.960
,NA-624,Radar Móvil,0.000-12.070,12.070
,NA-666,Radar Móvil,0.660-12.280,12.280
,NA-6810,Radar Móvil,0.000-7.080,7.080
,NA-700,Radar Móvil,2.340-4.500,4.500
,A-52,Radar Fijo,170,Decreciente
,A-52,Radar Fijo,123.822,Creciente
,A-52,Radar Fijo,162.247,Decreciente
,A-52,Radar Fijo,193.939,Decreciente
,A-52,Radar Fijo,222.025,Creciente
,A-52,Radar Fijo,251.022,Creciente
,A-52,Radar Fijo,254.105,Decreciente
,AG-53,Radar Fijo,71.1,Creciente
,N-120,Radar Fijo,459.068,Creciente
,N-120,Radar Móvil,437.100-457.370,457.370
,N-120,Radar Móvil,457.360-472.800,472.800
,N-120,Radar Móvil,549.190-568.030,568.030
,N-120,Radar Fijo,550.74,Creciente
,N-120,Radar Móvil,574.320-581.910,581.910
,N-120,Radar Móvil,581.900-608.520,608.520
,N-120a,Radar Móvil,570.680-574.140,574.140
,N-525,Radar Móvil,148.530-167.460,167.460
,N-525,Radar Móvil,167.460-192.600,192.600
,N-525,Radar Móvil,198.690-218.890,218.890
,N-525,Radar Móvil,218.890-237.000,237.000
,N-525,Radar Móvil,239.410-271.670,271.670
,N-525,Radar Fijo,244.76,Decreciente
,N-525,Radar Tramo,245.985(3.626m),m)
,N-532,Radar Móvil,3.190-14.790,14.790
,N-536,Radar Móvil,33.530-53.920,53.920
,N-540,Radar Móvil,68.880-78.570,78.570
,N-541,Radar Móvil,12.510-27.630,27.630
,N-541,Radar Móvil,27.630-51.140,51.140
,N-541,Radar Fijo,29.4,Creciente
,OU-0209,Radar Móvil,1.100-6.230,6.230
,OU-0527,Radar Móvil,0.920-1.470,1.470
,OU-101,Radar Móvil,0.000-13.270,13.270
,OU-105,Radar Móvil,0.000-5.540,5.540
,OU-1105,Radar Móvil,0.000-0.480,0.480
,OU-402,Radar Móvil,0.000-41.910,41.910
,OU-404,Radar Móvil,0.000-31.780,31.780
,OU-504,Radar Móvil,1.720-18.470,18.470
,OU-504,Radar Móvil,26.680-28.080,28.080
,OU-510,Radar Móvil,0.000-5.170,5.170
,OU-525,Radar Fijo,230.694,Decreciente
,OU-531,Radar Móvil,0.000-51.350,51.350
,OU-533,Radar Móvil,0.000-50.110,50.110
,OU-536,Radar Móvil,0.000-71.220,71.220
,OU-540,Radar Fijo,6.525,Creciente
,OU-540,Radar Móvil,0.000-71.910,71.910
,A-231,Radar Fijo,83.6,Creciente
,A-62,Radar Fijo,57.299,Decreciente
,A-62,Radar Fijo,77.205,Creciente
,A-62,Radar Fijo,96.93,Decreciente
,A-67,Radar Fijo,7.15,Decreciente
,CL-612,Radar Móvil,0.000-21.580,21.580
,CL-613,Radar Móvil,0.660-48.400,48.400
,CL-613,Radar Tramo,11.92(3.489m),m)
,CL-613,Radar Tramo,15.41(17.456m),m)
,CL-613,Radar Tramo,15.41(3.487m),m)
,CL-613,Radar Tramo,32.7(17.454m),m)
,CL-615,Radar Tramo,1.706(23.136m),m)
,CL-615,Radar Móvil,1.980-37.290,37.290
,CL-615,Radar Tramo,34.61(32.895m),m)
,CL-615,Radar Móvil,38.170-92.200,92.200
,CL-615,Radar Tramo,38.312(11.679m),m)
,CL-615,Radar Tramo,49.975(11.669m),m)
,CL-619,Radar Móvil,0.000-15.310,15.310
,CL-619,Radar Móvil,15.830-26.200,26.200
,CL-626,Radar Móvil,177.340-213.520,213.520
,CL-626,Radar Móvil,213.470-238.100,238.100
,CL-627,Radar Móvil,0.000-29.900,29.900
,N-120,Radar Móvil,177.030-197.240,197.240
,N-610,Radar Móvil,12.220-36.040,36.040
,N-610,Radar Fijo,12.69,Ambos
,N-611,Radar Móvil,13.660-31.190,31.190
,N-611,Radar Móvil,45.340-56.780,56.780
,N-620,Radar Móvil,76.400-85.200,85.200
,N-622,Radar Móvil,79.990-89.230,89.230
,N-627,Radar Móvil,68.100-70.000,70.000
,N-627,Radar Móvil,75.330-78.060,78.060
,P-110,Radar Móvil,0.000-8.870,8.870
,P-110,Radar Móvil,10.220-17.320,17.320
,P-110,Radar Móvil,17.320-36.300,36.300
,P-110,Radar Móvil,8.870-10.220,10.220
,P-214,Radar Móvil,0.000-2.860,2.860
,P-214,Radar Móvil,2.860-9.230,9.230
,P-214,Radar Móvil,9.230-10.300,10.300
,P-220,Radar Móvil,0.000-18.700,18.700
,P-223,Radar Móvil,0.000-24.630,24.630
,P-223,Radar Móvil,24.630-29.300,29.300
,P-225,Radar Móvil,0.000-34.750,34.750
,P-227,Radar Móvil,0.000-33.290,33.290
,P-230,Radar Móvil,0.000-1.210,1.210
,P-230,Radar Móvil,1.210-30.360,30.360
,P-231,Radar Móvil,0.000-7.210,7.210
,P-231,Radar Móvil,13.710-18.700,18.700
,P-231,Radar Móvil,7.210-9.820,9.820
,P-231,Radar Móvil,9.820-13.710,13.710
,P-235,Radar Móvil,0.000-20.040,20.040
,P-405,Radar Móvil,4.910-28.750,28.750
,P-900,Radar Móvil,0.000-6.000,6.000
,P-900,Radar Fijo,1.6,Creciente
,P-901,Radar Móvil,0.000-31.340,31.340
,P-980,Radar Móvil,0.000-18.700,18.700
,PP-2461,Radar Móvil,0.030-20.970,20.970
,A-52,Radar Fijo,282.588,Creciente
,A-55,Radar Fijo,5.606,Decreciente
,A-55,Radar Fijo,7.712,Decreciente
,A-55,Radar Fijo,9.237,Creciente
,A-55,Radar Fijo,15.926,Creciente
,A-55,Radar Fijo,11.78,Creciente
,A-55,Radar Fijo,12.25,Decreciente
,AG-41,Radar Fijo,4.495,Creciente
,AG-41,Radar Fijo,16.925,Creciente
,AP-9,Radar Fijo,131.385,Decreciente
,AP-9,Radar Tramo,149.48(5.441m),m)
,AP-9V,Radar Fijo,2.819,Creciente
,AP-9V,Radar Fijo,1.68,Decreciente
,N-120,Radar Móvil,630.850-651.130,651.130
,N-120,Radar Fijo,646.5,Decreciente
,N-525,Radar Móvil,290.250-321.140,321.140
,N-541,Radar Móvil,51.140-92.140,92.140
,N-550,Radar Fijo,90.675,Creciente
,N-550,Radar Fijo,146.933,Creciente
,N-550,Radar Fijo,108.93,Creciente
,N-550,Radar Móvil,121.760-139.110,139.110
,N-550,Radar Móvil,142.740-155.840,155.840
,N-550,Radar Móvil,91.500-117.340,117.340
,N-552,Radar Móvil,0.000-9.630,9.630
,N-640,Radar Móvil,144.340-165.020,165.020
,N-640,Radar Móvil,182.940-208.001,208.001
,N-640,Radar Móvil,208.000-238.920,238.920
,N-640,Radar Fijo,235.41,Creciente
,PO-206,Radar Móvil,0.000-16.320,16.320
,PO-308,Radar Móvil,0.000-28.390,28.390
,PO-313,Radar Móvil,0.000-16.420,16.420
,PO-325,Radar Móvil,0.240-13.450,13.450
,PO-331,Radar Móvil,0.000-19.050,19.050
,PO-340,Radar Móvil,0.610-12.400,12.400
,PO-344,Radar Móvil,0.000-12.340,12.340
,PO-400,Radar Móvil,2.320-41.140,41.140
,PO-510,Radar Móvil,0.000-15.770,15.770
,PO-531,Radar Móvil,6.060-18.560,18.560
,PO-533,Radar Móvil,0.000-21.420,21.420
,PO-534,Radar Móvil,2.750-29.390,29.390
,PO-548,Radar Móvil,0.000-16.260,16.260
,PO-549,Radar Móvil,0.000-9.860,9.860
,PO-551,Radar Móvil,0.000-14.650,14.650
,PO-551,Radar Móvil,21.390-33.580,33.580
,PO-552,Radar Móvil,1.590-71.720,71.720
,PO-552,Radar Fijo,28.95,Decreciente
,PO-841,Radar Móvil,11.710-22.150,22.150
,VG-4.1,Radar Móvil,19.120-19.570,19.570
,VG-4.4,Radar Fijo,7,Creciente
,VG-4.4,Radar Móvil,2.370-11.010,11.010
,A-62,Radar Fijo,207.1,Decreciente
,A-62,Radar Fijo,233.35,Creciente
,A-62,Radar Fijo,233.6,Decreciente
,A-66,Radar Fijo,340.425,Decreciente
,CL-510,Radar Móvil,10.050-44.440,44.440
,CL-512,Radar Móvil,13.920-26.880,26.880
,CL-512,Radar Móvil,7.540-13.920,13.920
,CL-517,Radar Móvil,0.000-29.710,29.710
,CL-517,Radar Tramo,16.35(11.937m),m)
,CL-517,Radar Móvil,29.710-65.060,65.060
,CL-517,Radar Tramo,4.38(11.931m),m)
,CL-517,Radar Móvil,65.060-90.430,90.430
,CL-526,Radar Móvil,1.190-43.210,43.210
,CL-605,Radar Móvil,93.800-110.100,110.100
,CL-610,Radar Móvil,83.080-97.000,97.000
,N-501,Radar Fijo,76.8,Creciente
,N-620,Radar Móvil,202.910-232.380,232.380
,N-620,Radar Móvil,243.000-249.340,249.340
,N-620,Radar Móvil,249.330-322.260,322.260
,N-620,Radar Móvil,347.470-351.740,351.740
,N-630,Radar Móvil,321.690-332.270,332.270
,N-630,Radar Móvil,332.270-340.660,340.660
,N-630,Radar Móvil,343.110-349.260,349.260
,N-630,Radar Móvil,351.130-357.210,357.210
,N-630,Radar Fijo,364.95,Creciente
,N-630,Radar Fijo,373.95,Decreciente
,SA-102,Radar Móvil,0.000-22.200,22.200
,SA-114,Radar Móvil,0.000-27.670,27.670
,SA-20,Radar Fijo,93.55,Decreciente
,SA-205,Radar Móvil,0.900-22.300,22.300
,SA-210,Radar Móvil,0.000-23.510,23.510
,SA-220,Radar Móvil,0.000-52.000,52.000
,SA-300,Radar Móvil,0.000-30.320,30.320
,SA-302,Radar Móvil,0.000-37.580,37.580
,SA-315,Radar Móvil,1.860-31.660,31.660
,SA-315,Radar Móvil,31.660-66.310,66.310
,SA-324,Radar Móvil,0.000-47.420,47.420
,SA-605,Radar Móvil,0.000-25.440,25.440
,SA-804,Radar Móvil,0.000-10.690,10.690
,SA-810,Radar Móvil,0.000-31.150,31.150
,LP-1,Radar Móvil,0.000-102.430,102.430
,LP-2,Radar Móvil,0.630-52.010,52.010
,LP-3,Radar Fijo,20.172,Creciente
,LP-3,Radar Móvil,0.000-25.900,25.900
,TF-1,Radar Fijo,59.271,Creciente
,TF-1,Radar Fijo,13.85,Decreciente
,TF-13,Radar Móvil,0.000-19.580,19.580
,TF-13,Radar Fijo,0.51,Creciente
,TF-13,Radar Fijo,0.84,Decreciente
,TF-152,Radar Móvil,0.000-11.590,11.590
,TF-154,Radar Móvil,0.000-6.710,6.710
,TF-21,Radar Móvil,0.000-11.760,11.760
,TF-21,Radar Móvil,11.760-53.350,53.350
,TF-21,Radar Móvil,53.350-82.620,82.620
,TF-217,Radar Móvil,0.320-9.270,9.270
,TF-24,Radar Móvil,0.780-6.070,6.070
,TF-24,Radar Móvil,6.070-42.880,42.880
,TF-272,Radar Móvil,3.880-7.120,7.120
,TF-28,Radar Móvil,1.070-75.500,75.500
,TF-28,Radar Móvil,75.500-91.320,91.320
,TF-28,Radar Móvil,91.310-95.160,95.160
,TF-342,Radar Móvil,0.000-18.730,18.730
,TF-42,Radar Móvil,0.000-14.430,14.430
,TF-47,Radar Móvil,0.000-8.330,8.330
,TF-47,Radar Móvil,11.700-18.730,18.730
,TF-5,Radar Fijo,15.009,Decreciente
,TF-5,Radar Fijo,20.662,Creciente
,TF-5,Radar Tramo,20.66(1.720m),m)
,TF-5,Radar Tramo,22.4(1.640m),m)
,TF-5,Radar Móvil,39.720-52.670,52.670
,TF-51,Radar Móvil,0.000-16.910,16.910
,TF-523,Radar Móvil,0.000-18.110,18.110
,TF-64,Radar Móvil,0.000-11.460,11.460
,TF-65,Radar Móvil,0.000-12.090,12.090
,TF-655,Radar Móvil,0.140-6.750,6.750
,TF-655,Radar Móvil,7.000-9.460,9.460
,TF-66,Radar Móvil,0.000-7.810,7.810
,TF-66,Radar Móvil,7.810-11.690,11.690
,TF-82,Radar Móvil,0.000-48.290,48.290
,A-1,Radar Fijo,138.149,Creciente
,A-1,Radar Fijo,125.49,Decreciente
,AP-6,Radar Fijo,69.973,Decreciente
,AP-6,Radar Tramo,56.608(3.482m),m)
,CL-601,Radar Móvil,113.420-137.400,137.400
,CL-602,Radar Móvil,96.200-111.830,111.830
,CL-603,Radar Móvil,20.980-52.320,52.320
,CL-603,Radar Móvil,52.320-92.140,92.140
,CL-605,Radar Móvil,2.460-47.550,47.550
,CL-607,Radar Móvil,0.000-7.500,7.500
,N-110,Radar Fijo,208,Creciente
,N-110,Radar Fijo,113.195,Creciente
,N-110,Radar Móvil,154.490-187.210,187.210
,N-110,Radar Móvil,90.390-125.110,125.110
,N-601,Radar Fijo,113.3,Creciente
,N-601,Radar Móvil,121.690-135.720,135.720
,N-603,Radar Móvil,64.760-70.620,70.620
,N-VI,Radar Fijo,57.445,Creciente
,N-VI,Radar Fijo,59.283,Decreciente
,N-VI,Radar Móvil,62.430-84.150,84.150
,N-VI,Radar Fijo,71.26,Decreciente
,SG-20,Radar Móvil,0.000-14.960,14.960
,SG-205,Radar Móvil,0.000-29.990,29.990
,SG-211,Radar Móvil,0.460-17.720,17.720
,SG-222,Radar Móvil,0.000-24.700,24.700
,SG-231,Radar Móvil,0.000-9.500,9.500
,SG-232,Radar Móvil,0.450-22.130,22.130
,SG-234,Radar Móvil,0.000-6.200,6.200
,SG-313,Radar Móvil,0.000-15.000,15.000
,SG-322,Radar Móvil,0.000-28.150,28.150
,SG-333,Radar Móvil,0.000-19.270,19.270
